No,Lat,Long,NRE,MAT,MAT_season,MAP,MAP_season,AI,AET,VPD,srad,tmax,tmin,CEC,BD,pH,Sand,Silt,Clay,SWC,SOC,TN,TP,MBC,MBN,FB_ratio,NPP,BNPP,NDVI,Ndep,LDMC,SLA_MODIS,LNC_MODIS,LPC_MODIS,Vcmax,fLNR,EM_tree,AM_tree
421,18.6,-95.1,44.5660377,25.37278,230.7283,2276,74.89451,NaN,1366.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.1434541,0,NaN,NaN,0.05598635,0.3032487,15.15037,1.263782,NaN,NaN,NaN,0.3006602,0.6611509
422,18.6,-95.1,42.9444444,25.37278,230.7283,2276,74.89451,NaN,1366.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.1434541,0,NaN,NaN,0.05598635,0.3032487,15.15037,1.263782,NaN,NaN,NaN,0.3006602,0.6611509
423,41.8,2.4,43.6,12.56185,583.631,779,21.93159,5827,693.6917,0.6333333,175.8583,17.34167,10.075,0.1981,1.35,8.2,46,33,22,34,65.7,1.2,600,104.318,18.0881,NaN,13148,1.070363,0.705,0.05819477,0.338569,9.385346,13.39446,1.009225,64.0519,15.2535,0.9441277,0.04958907
424,-39.6,-71.4,48,8.022511,446.2327,942,59.965,7162,546.0405,0.5916666,178.3083,15.125,2.133333,0.1727,1.29,7.2,61,23,16,50,11.2,1,900,78.0478,14.3752,0.1481122,5479,1.301109,0.46,0.01417055,0.3227414,10.10183,11.53802,1.475521,75.3504,23.31478,0.4302684,0.5264744
425,-39.6,-71.4,48,8.022511,446.2327,942,59.965,7162,546.0405,0.5916666,178.3083,15.125,2.133333,0.1727,1.29,7.2,61,23,16,50,11.2,1,900,78.0478,14.3752,0.1481122,5479,1.301109,0.46,0.01417055,0.3227414,10.10183,11.53802,1.475521,75.3504,23.31478,0.4302684,0.5264744
426,-39.6,-71.4,44,8.022511,446.2327,942,59.965,7162,546.0405,0.5916666,178.3083,15.125,2.133333,0.1727,1.29,7.2,61,23,16,50,11.2,1,900,78.0478,14.3752,0.1481122,5479,1.301109,0.46,0.01417055,0.3227414,10.10183,11.53802,1.475521,75.3504,23.31478,0.4302684,0.5264744
427,-39.6,-71.4,35.1172414,8.022511,446.2327,942,59.965,7162,546.0405,0.5916666,178.3083,15.125,2.133333,0.1727,1.29,7.2,61,23,16,50,11.2,1,900,78.0478,14.3752,0.1481122,5479,1.301109,0.46,0.01417055,0.3227414,10.10183,11.53802,1.475521,75.3504,23.31478,0.4302684,0.5264744
428,35.1,135.8,50.3333333,11.40567,860.2073,1873,34.74916,18549,856.5284,0.4583333,151.2917,15.99167,8.241667,0.1874,1.08,5.3,42,41,18,38,35.1,2.3,800,147.453,24.9898,0.1953059,6868,2.492582,0.709,0.1039665,0.3547161,10.00607,15.06886,1.351924,49.5918,12.36387,0.5821853,0.4173738
429,35.1,135.8,59.2848837,11.40567,860.2073,1873,34.74916,18549,856.5284,0.4583333,151.2917,15.99167,8.241667,0.1874,1.08,5.3,42,41,18,38,35.1,2.3,800,147.453,24.9898,0.1953059,6868,2.492582,0.709,0.1039665,0.3547161,10.00607,15.06886,1.351924,49.5918,12.36387,0.5821853,0.4173738
430,35.1,135.8,57.757732,11.40567,860.2073,1873,34.74916,18549,856.5284,0.4583333,151.2917,15.99167,8.241667,0.1874,1.08,5.3,42,41,18,38,35.1,2.3,800,147.453,24.9898,0.1953059,6868,2.492582,0.709,0.1039665,0.3547161,10.00607,15.06886,1.351924,49.5918,12.36387,0.5821853,0.4173738
431,-15.9,-47.9,66.4,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
432,-15.9,-47.9,47.5323077,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
433,-15.9,-47.9,25.1,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
434,-15.9,-47.9,34.2311111,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
435,-15.9,-47.9,59.2138728,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
436,-15.9,-47.9,46.5869565,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
437,-15.9,-47.9,40.1643836,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
438,-15.9,-47.9,45.9032258,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
439,-15.9,-47.9,44.7014925,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
440,-15.9,-47.9,46.05,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
441,-15.9,-47.9,40.9580247,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
442,-15.9,-47.9,51,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
443,-15.9,-47.9,44.9081081,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
444,-15.9,-47.9,48.9078652,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
445,-15.9,-47.9,47.7333333,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
446,-15.9,-47.9,43.6666667,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
447,-15.9,-47.9,45.4,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
448,-15.9,-47.9,42.0571429,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
449,-15.9,-47.9,42.0571429,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
450,-15.9,-47.9,39.0181818,20.94926,123.2667,1494,79.68526,9903,999.5533,0.8666667,199.675,27.35,16.01667,0.1013,1.07,5.2,47,17,36,35,20.7,1.5,400,92.7871,9.65842,0.1671919,4280,1.623502,0.55,0.04020309,0.2929702,13.37344,15.42491,1.391022,70.92229,32.20462,0.06799888,0.8080663
451,64.3,19.8,51.0204082,1.672635,916.4215,613,34.027,10374,322.6117,0.25,98.49167,7.016667,-1.708333,0.3704,0.85,4.5,47,37,14,27,128.8,7,800,534.939,86.9302,NaN,5481,0.7582597,0.486,0.03591468,0.3663366,10.9327,15.54156,0.9364862,56.52773,10.28233,0.9973367,0.003547262
452,29.4,79.5,60.0298039,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
453,29.4,79.5,40.4429348,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
454,29.4,79.5,56.6734177,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
455,29.4,79.5,43.1488971,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
456,29.4,79.5,44.7899642,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
457,29.4,79.5,54.7925926,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
458,29.4,79.5,50.9193548,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
459,29.4,79.5,46.1166667,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
460,29.4,79.5,57.4496552,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
461,29.4,79.5,53.5716312,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
462,29.4,79.5,63.9808429,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
463,29.4,79.5,63.6656716,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
464,29.4,79.5,49.335177,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
465,29.4,79.5,57.5529412,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
466,29.4,79.5,66.4950355,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
467,29.4,79.5,75.48,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
468,29.4,79.5,53.6592593,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
469,29.4,79.5,54.061244,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
470,29.4,79.5,46.5798046,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
471,29.4,79.5,64.0166667,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
472,29.4,79.5,33.6105263,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
473,29.4,79.5,54.6538462,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
474,29.4,79.5,59.1802326,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
475,29.4,79.5,43.2302405,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
476,29.4,79.5,66.2491018,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
477,29.4,79.5,69.8927869,18.93511,515.762,1847,110.7502,11017,1086.807,0.875,201.55,23.05,13.89167,0.1974,1.25,5.1,30,31,36,38,28.9,2.1,700,133.464,21.5848,0.1521561,6809,1.337304,0.657,0.1375858,0.3292811,10.31232,15.78541,1.045299,53.75716,11.36169,0.662502,0.3276202
478,-27.5,-58,52.4037123,21.18516,415.9184,1429,30.20431,8677,1251.128,0.9166667,195.1333,27.49167,15.49167,0.069,1.15,4.7,68,18,14,33,6.6,0.9,400,106.622,41.2607,0.1582944,8821,1.497366,0.644,0.04916556,0.3256425,10.95852,14.64045,1.189333,59.23233,17.60905,0.230228,0.6986064
479,-27.5,-58,21.6,21.18516,415.9184,1429,30.20431,8677,1251.128,0.9166667,195.1333,27.49167,15.49167,0.069,1.15,4.7,68,18,14,33,6.6,0.9,400,106.622,41.2607,0.1582944,8821,1.497366,0.644,0.04916556,0.3256425,10.95852,14.64045,1.189333,59.23233,17.60905,0.230228,0.6986064
480,-27.5,-58,25.0774194,21.18516,415.9184,1429,30.20431,8677,1251.128,0.9166667,195.1333,27.49167,15.49167,0.069,1.15,4.7,68,18,14,33,6.6,0.9,400,106.622,41.2607,0.1582944,8821,1.497366,0.644,0.04916556,0.3256425,10.95852,14.64045,1.189333,59.23233,17.60905,0.230228,0.6986064
481,-27.5,-58,43.4790698,21.18516,415.9184,1429,30.20431,8677,1251.128,0.9166667,195.1333,27.49167,15.49167,0.069,1.15,4.7,68,18,14,33,6.6,0.9,400,106.622,41.2607,0.1582944,8821,1.497366,0.644,0.04916556,0.3256425,10.95852,14.64045,1.189333,59.23233,17.60905,0.230228,0.6986064
482,24.9,93.9,59.1319149,19.59534,384.4634,2647,90.29691,20150,959.1678,0.5583333,191.2,24.975,15.21667,0.1352,1.23,5.5,41,31,26,33,20.3,1.4,500,90.5399,14.36,0.1515205,14285,1.433725,0.631,0.1754634,0.3215292,12.70422,13.85194,1.244496,58.92807,17.59773,0.2256249,0.7033057
483,-42.5,-74,52.9022989,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
484,-42.5,-74,50,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
485,-42.5,-74,51.4419643,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
486,-42.5,-74,30.0412371,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
487,-42.5,-74,42.411215,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
488,-42.5,-74,21.3097345,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
489,-42.5,-74,27.4736842,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
490,-42.5,-74,34.1437126,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835
491,38.8,-122.3,61.4836601,15.20606,627.1044,748,93.09908,5324,470.7884,1.108333,193.6083,22.525,7.958333,0.1886,1.45,6.4,33,44,24,24,15.4,1.6,900,110.875,16.4707,0.1407533,8834,1.303218,0.526,0.02882408,0.3033563,11.69641,17.49582,1.365743,82.19759,24.72365,0.6673131,0.3260097
492,38.7,-122.4,70.8333333,15.20606,627.1044,748,93.09908,5324,470.7884,1.108333,193.6083,22.525,7.958333,0.1886,1.45,6.4,33,44,24,24,15.4,1.6,900,110.875,16.4707,0.1407533,8834,1.303218,0.526,0.02882408,0.3033563,11.69641,17.49582,1.365743,82.19759,24.72365,0.6673131,0.3260097
493,68.4,18.8,78.1209302,-3.123021,815.5307,649,28.5418,20489,150.5622,0.1083333,86.05833,0.3,-6.9,0.2734,1.02,4.8,56,32,10,24,90,4.5,600,184.316,15.7734,0.211842,439,0.5121231,NaN,0.01403489,0.2274104,12.9756,16.50655,1.516477,NaN,NaN,0.942887,0.06037981
494,68.4,18.8,28.8571429,-3.123021,815.5307,649,28.5418,20489,150.5622,0.1083333,86.05833,0.3,-6.9,0.2734,1.02,4.8,56,32,10,24,90,4.5,600,184.316,15.7734,0.211842,439,0.5121231,NaN,0.01403489,0.2274104,12.9756,16.50655,1.516477,NaN,NaN,0.942887,0.06037981
495,68.4,18.8,77.0687747,-3.123021,815.5307,649,28.5418,20489,150.5622,0.1083333,86.05833,0.3,-6.9,0.2734,1.02,4.8,56,32,10,24,90,4.5,600,184.316,15.7734,0.211842,439,0.5121231,NaN,0.01403489,0.2274104,12.9756,16.50655,1.516477,NaN,NaN,0.942887,0.06037981
496,68.4,18.8,46.18,-3.123021,815.5307,649,28.5418,20489,150.5622,0.1083333,86.05833,0.3,-6.9,0.2734,1.02,4.8,56,32,10,24,90,4.5,600,184.316,15.7734,0.211842,439,0.5121231,NaN,0.01403489,0.2274104,12.9756,16.50655,1.516477,NaN,NaN,0.942887,0.06037981
510,-23.9,31.6,53.7487437,22.31592,319.2361,522,79.79326,2894,974.726,1.258333,207.7833,30.425,16.04167,0.1125,0.96,5.6,30,36,34,28,30.5,0.9,600,129.236,19.6282,0.1407121,8066,1.33956,0.45,0.01998544,0.281134,17.23098,18.31679,1.34017,69.89661,18.97422,0.6442369,0.2212636
511,-23.9,31.6,50.6363636,22.31592,319.2361,522,79.79326,2894,974.726,1.258333,207.7833,30.425,16.04167,0.1125,0.96,5.6,30,36,34,28,30.5,0.9,600,129.236,19.6282,0.1407121,8066,1.33956,0.45,0.01998544,0.281134,17.23098,18.31679,1.34017,69.89661,18.97422,0.6442369,0.2212636
512,1.9,-67.1,65.7035176,26.28056,46.76192,3463,25.72412,25611,1332.469,0.75,170.0583,33.01667,20.56667,0.0838,1.29,3.7,60,27,13,29,15.7,1.1,400,116.521,19.276,0.1697393,8783,0.6402875,0.819,0.02430037,0.3390923,9.35028,16.25388,1.150576,57.2787,11.56356,0.1852902,0.8312202
513,1.9,-67.1,64.9473684,26.28056,46.76192,3463,25.72412,25611,1332.469,0.75,170.0583,33.01667,20.56667,0.0838,1.29,3.7,60,27,13,29,15.7,1.1,400,116.521,19.276,0.1697393,8783,0.6402875,0.819,0.02430037,0.3390923,9.35028,16.25388,1.150576,57.2787,11.56356,0.1852902,0.8312202
514,1.9,-67.1,58.6122449,26.28056,46.76192,3463,25.72412,25611,1332.469,0.75,170.0583,33.01667,20.56667,0.0838,1.29,3.7,60,27,13,29,15.7,1.1,400,116.521,19.276,0.1697393,8783,0.6402875,0.819,0.02430037,0.3390923,9.35028,16.25388,1.150576,57.2787,11.56356,0.1852902,0.8312202
515,1.9,-67.1,59.3846154,26.28056,46.76192,3463,25.72412,25611,1332.469,0.75,170.0583,33.01667,20.56667,0.0838,1.29,3.7,60,27,13,29,15.7,1.1,400,116.521,19.276,0.1697393,8783,0.6402875,0.819,0.02430037,0.3390923,9.35028,16.25388,1.150576,57.2787,11.56356,0.1852902,0.8312202
